4001.49232,0.00112
3999.56389,0.00117
3997.63546,0.00079
3995.70703,0.00041
3993.77860,0.00017
3991.85017,0.00023
3989.92174,0.00057
3987.99331,0.00109
3986.06488,0.00164
3984.13645,0.00187
3982.20802,0.00154
3980.27959,0.00098
3978.35116,0.00080
3976.42273,0.00113
3974.49430,0.00149
3972.56587,0.00161
3970.63744,0.00164
3968.70901,0.00174
3966.78058,0.00180
3964.85215,0.00166
3962.92372,0.00122
3960.99529,0.00055
3959.06686,0.00006
3957.13843,0.00000
3955.21000,0.00037
3953.28157,0.00125
3951.35314,0.00238
3949.42471,0.00289
3947.49628,0.00250
3945.56785,0.00211
3943.63942,0.00190
3941.71099,0.00148
3939.78256,0.00120
3937.85413,0.00110
3935.92570,0.00111
3933.99727,0.00136
3932.06884,0.00134
3930.14041,0.00092
3928.21198,0.00108
3926.28355,0.00176
3924.35512,0.00177
3922.42669,0.00129
3920.49826,0.00150
3918.56982,0.00195
3916.64139,0.00154
3914.71296,0.00091
3912.78453,0.00095
3910.85610,0.00120
3908.92767,0.00151
3906.99924,0.00228
3905.07081,0.00305
3903.14238,0.00319
3901.21395,0.00292
3899.28552,0.00191
3897.35709,0.00087
3895.42866,0.00137
3893.50023,0.00254
3891.57180,0.00202
3889.64337,0.00075
3887.71494,0.00103
3885.78651,0.00176
3883.85808,0.00219
3881.92965,0.00289
3880.00122,0.00242
3878.07279,0.00168
3876.14436,0.00224
3874.21593,0.00248
3872.28750,0.00172
3870.35907,0.00090
3868.43064,0.00088
3866.50221,0.00226
3864.57378,0.00276
3862.64535,0.00116
3860.71692,0.00007
3858.78849,0.00077
3856.86006,0.00253
3854.93163,0.00367
3853.00320,0.00221
3851.07477,0.00035
3849.14634,0.00076
3847.21791,0.00235
3845.28948,0.00326
3843.36105,0.00303
3841.43262,0.00292
3839.50419,0.00324
3837.57576,0.00261
3835.64733,0.00196
3833.71890,0.00219
3831.79047,0.00212
3829.86204,0.00146
3827.93361,0.00065
3826.00518,0.00010
3824.07675,0.00095
3822.14832,0.00219
3820.21989,0.00165
3818.29146,0.00139
3816.36303,0.00159
3814.43460,0.00081
3812.50617,0.00071
3810.57774,0.00182
3808.64931,0.00239
3806.72088,0.00137
3804.79245,0.00095
3802.86402,0.00179
3800.93559,0.00117
3799.00716,0.00055
3797.07873,0.00121
3795.15030,0.00160
3793.22187,0.00205
3791.29344,0.00258
3789.36501,0.00246
3787.43658,0.00210
3785.50815,0.00194
3783.57972,0.00210
3781.65129,0.00272
3779.72286,0.00282
3777.79443,0.00188
3775.86600,0.00131
3773.93757,0.00159
3772.00914,0.00187
3770.08071,0.00141
3768.15228,0.00097
3766.22385,0.00119
3764.29542,0.00142
3762.36699,0.00197
3760.43856,0.00243
3758.51013,0.00165
3756.58170,0.00097
3754.65327,0.00151
3752.72484,0.00182
3750.79641,0.00060
3748.86798,0.00020
3746.93955,0.00234
3745.01112,0.00384
3743.08269,0.00305
3741.15426,0.00270
3739.22583,0.00374
3737.29740,0.00470
3735.36897,0.00445
3733.44054,0.00314
3731.51211,0.00211
3729.58368,0.00240
3727.65525,0.00314
3725.72682,0.00272
3723.79839,0.00145
3721.86996,0.00052
3719.94153,0.00018
3718.01310,0.00045
3716.08467,0.00155
3714.15624,0.00327
3712.22781,0.00381
3710.29938,0.00197
3708.37095,0.00042
3706.44252,0.00071
3704.51409,0.00191
3702.58566,0.00259
3700.65723,0.00241
3698.72880,0.00241
3696.80037,0.00253
3694.87194,0.00227
3692.94351,0.00199
3691.01508,0.00183
3689.08665,0.00157
3687.15822,0.00172
3685.22979,0.00235
3683.30136,0.00292
3681.37293,0.00316
3679.44450,0.00332
3677.51607,0.00342
3675.58764,0.00259
3673.65921,0.00184
3671.73078,0.00247
3669.80235,0.00206
3667.87392,0.00101
3665.94549,0.00154
3664.01706,0.00256
3662.08863,0.00301
3660.16020,0.00350
3658.23177,0.00385
3656.30334,0.00296
3654.37491,0.00228
3652.44648,0.00395
3650.51805,0.00569
3648.58962,0.00433
3646.66119,0.00252
3644.73276,0.00286
3642.80433,0.00400
3640.87590,0.00433
3638.94747,0.00397
3637.01904,0.00375
3635.09061,0.00380
3633.16218,0.00418
3631.23375,0.00507
3629.30532,0.00499
3627.37689,0.00324
3625.44846,0.00277
3623.52003,0.00396
3621.59160,0.00479
3619.66317,0.00372
3617.73474,0.00177
3615.80631,0.00144
3613.87788,0.00225
3611.94945,0.00336
3610.02102,0.00478
3608.09259,0.00526
3606.16416,0.00465
3604.23573,0.00453
3602.30730,0.00477
3600.37887,0.00460
3598.45044,0.00477
3596.52201,0.00546
3594.59358,0.00528
3592.66515,0.00435
3590.73672,0.00452
3588.80829,0.00554
3586.87986,0.00556
3584.95143,0.00515
3583.02300,0.00549
3581.09457,0.00574
3579.16614,0.00529
3577.23771,0.00479
3575.30928,0.00464
3573.38085,0.00468
3571.45242,0.00521
3569.52399,0.00608
3567.59556,0.00577
3565.66713,0.00418
3563.73870,0.00384
3561.81027,0.00499
3559.88184,0.00588
3557.95341,0.00590
3556.02498,0.00579
3554.09655,0.00584
3552.16812,0.00557
3550.23969,0.00538
3548.31126,0.00592
3546.38283,0.00645
3544.45440,0.00634
3542.52597,0.00605
3540.59754,0.00583
3538.66911,0.00562
3536.74068,0.00547
3534.81225,0.00555
3532.88382,0.00611
3530.95539,0.00704
3529.02696,0.00767
3527.09853,0.00765
3525.17010,0.00727
3523.24167,0.00685
3521.31324,0.00676
3519.38481,0.00711
3517.45638,0.00727
3515.52795,0.00701
3513.59952,0.00677
3511.67109,0.00669
3509.74266,0.00668
3507.81423,0.00716
3505.88580,0.00830
3503.95737,0.00910
3502.02894,0.00883
3500.10051,0.00825
3498.17208,0.00805
3496.24365,0.00797
3494.31522,0.00781
3492.38679,0.00770
3490.45836,0.00771
3488.52993,0.00784
3486.60150,0.00802
3484.67307,0.00819
3482.74464,0.00832
3480.81621,0.00846
3478.88778,0.00875
3476.95935,0.00910
3475.03092,0.00913
3473.10249,0.00890
3471.17406,0.00890
3469.24563,0.00913
3467.31720,0.00917
3465.38877,0.00898
3463.46034,0.00894
3461.53191,0.00904
3459.60348,0.00898
3457.67505,0.00882
3455.74662,0.00890
3453.81819,0.00903
3451.88976,0.00897
3449.96133,0.00919
3448.03290,0.00965
3446.10447,0.00982
3444.17604,0.00994
3442.24761,0.00999
3440.31918,0.00997
3438.39075,0.01048
3436.46232,0.01116
3434.53389,0.01122
3432.60546,0.01085
3430.67703,0.01068
3428.74860,0.01058
3426.82017,0.01023
3424.89174,0.01014
3422.96331,0.01047
3421.03488,0.01043
3419.10645,0.01009
3417.17802,0.01049
3415.24959,0.01156
3413.32116,0.01209
3411.39273,0.01158
3409.46430,0.01088
3407.53587,0.01087
3405.60744,0.01129
3403.67901,0.01156
3401.75058,0.01184
3399.82215,0.01206
3397.89372,0.01145
3395.96529,0.01129
3394.03686,0.01193
3392.10843,0.01284
3390.18000,0.01318
3388.25157,0.01285
3386.32314,0.01234
3384.39471,0.01193
3382.46628,0.01186
3380.53785,0.01229
3378.60942,0.01277
3376.68099,0.01279
3374.75256,0.01247
3372.82413,0.01219
3370.89570,0.01228
3368.96727,0.01286
3367.03884,0.01335
3365.11041,0.01327
3363.18198,0.01318
3361.25355,0.01349
3359.32512,0.01379
3357.39669,0.01392
3355.46826,0.01390
3353.53983,0.01371
3351.61140,0.01358
3349.68297,0.01348
3347.75454,0.01333
3345.82611,0.01355
3343.89768,0.01405
3341.96925,0.01408
3340.04082,0.01391
3338.11239,0.01402
3336.18396,0.01405
3334.25553,0.01378
3332.32710,0.01364
3330.39867,0.01395
3328.47024,0.01460
3326.54181,0.01507
3324.61338,0.01497
3322.68495,0.01464
3320.75652,0.01462
3318.82809,0.01483
3316.89966,0.01498
3314.97122,0.01516
3313.04279,0.01533
3311.11436,0.01535
3309.18593,0.01547
3307.25750,0.01599
3305.32907,0.01661
3303.40064,0.01690
3301.47221,0.01694
3299.54378,0.01700
3297.61535,0.01699
3295.68692,0.01696
3293.75849,0.01716
3291.83006,0.01724
3289.90163,0.01678
3287.97320,0.01611
3286.04477,0.01599
3284.11634,0.01669
3282.18791,0.01737
3280.25948,0.01727
3278.33105,0.01677
3276.40262,0.01644
3274.47419,0.01637
3272.54576,0.01651
3270.61733,0.01646
3268.68890,0.01599
3266.76047,0.01563
3264.83204,0.01571
3262.90361,0.01585
3260.97518,0.01584
3259.04675,0.01595
3257.11832,0.01619
3255.18989,0.01605
3253.26146,0.01554
3251.33303,0.01531
3249.40460,0.01556
3247.47617,0.01586
3245.54774,0.01553
3243.61931,0.01464
3241.69088,0.01412
3239.76245,0.01438
3237.83402,0.01486
3235.90559,0.01493
3233.97716,0.01475
3232.04873,0.01485
3230.12030,0.01518
3228.19187,0.01544
3226.26344,0.01531
3224.33501,0.01471
3222.40658,0.01435
3220.47815,0.01462
3218.54972,0.01487
3216.62129,0.01483
3214.69286,0.01481
3212.76443,0.01486
3210.83600,0.01483
3208.90757,0.01456
3206.97914,0.01428
3205.05071,0.01435
3203.12228,0.01457
3201.19385,0.01464
3199.26542,0.01437
3197.33699,0.01380
3195.40856,0.01336
3193.48013,0.01331
3191.55170,0.01349
3189.62327,0.01373
3187.69484,0.01376
3185.76641,0.01358
3183.83798,0.01353
3181.90955,0.01368
3179.98112,0.01378
3178.05269,0.01366
3176.12426,0.01347
3174.19583,0.01349
3172.26740,0.01363
3170.33897,0.01355
3168.41054,0.01332
3166.48211,0.01353
3164.55368,0.01419
3162.62525,0.01442
3160.69682,0.01390
3158.76839,0.01334
3156.83996,0.01309
3154.91153,0.01288
3152.98310,0.01286
3151.05467,0.01323
3149.12624,0.01361
3147.19781,0.01356
3145.26938,0.01310
3143.34095,0.01268
3141.41252,0.01259
3139.48409,0.01263
3137.55566,0.01267
3135.62723,0.01291
3133.69880,0.01330
3131.77037,0.01342
3129.84194,0.01324
3127.91351,0.01306
3125.98508,0.01289
3124.05665,0.01270
3122.12822,0.01271
3120.19979,0.01286
3118.27136,0.01306
3116.34293,0.01320
3114.41450,0.01302
3112.48607,0.01250
3110.55764,0.01212
3108.62921,0.01233
3106.70078,0.01287
3104.77235,0.01309
3102.84392,0.01278
3100.91549,0.01245
3098.98706,0.01255
3097.05863,0.01278
3095.13020,0.01278
3093.20177,0.01279
3091.27334,0.01300
3089.34491,0.01317
3087.41648,0.01327
3085.48805,0.01328
3083.55962,0.01302
3081.63119,0.01260
3079.70276,0.01231
3077.77433,0.01219
3075.84590,0.01223
3073.91747,0.01230
3071.98904,0.01233
3070.06061,0.01234
3068.13218,0.01229
3066.20375,0.01217
3064.27532,0.01207
3062.34689,0.01202
3060.41846,0.01187
3058.49003,0.01175
3056.56160,0.01189
3054.63317,0.01221
3052.70474,0.01251
3050.77631,0.01264
3048.84788,0.01255
3046.91945,0.01250
3044.99102,0.01264
3043.06259,0.01278
3041.13416,0.01269
3039.20573,0.01238
3037.27730,0.01227
3035.34887,0.01257
3033.42044,0.01280
3031.49201,0.01253
3029.56358,0.01205
3027.63515,0.01190
3025.70672,0.01198
3023.77829,0.01201
3021.84986,0.01213
3019.92143,0.01239
3017.99300,0.01256
3016.06457,0.01262
3014.13614,0.01274
3012.20771,0.01271
3010.27928,0.01235
3008.35085,0.01211
3006.42242,0.01219
3004.49399,0.01224
3002.56556,0.01218
3000.63713,0.01217
2998.70870,0.01243
2996.78027,0.01207
2994.85184,0.01196
2992.92341,0.01239
2990.99498,0.01271
2989.06655,0.01261
2987.13812,0.01247
2985.20969,0.01255
2983.28126,0.01290
2981.35283,0.01341
2979.42440,0.01365
2977.49597,0.01351
2975.56754,0.01329
2973.63911,0.01322
2971.71068,0.01336
2969.78225,0.01364
2967.85382,0.01373
2965.92539,0.01351
2963.99696,0.01333
2962.06853,0.01335
2960.14010,0.01349
2958.21167,0.01370
2956.28324,0.01380
2954.35481,0.01385
2952.42638,0.01399
2950.49795,0.01409
2948.56952,0.01399
2946.64109,0.01385
2944.71266,0.01381
2942.78423,0.01383
2940.85580,0.01385
2938.92737,0.01384
2936.99894,0.01378
2935.07051,0.01366
2933.14208,0.01362
2931.21365,0.01395
2929.28522,0.01430
2927.35679,0.01417
2925.42836,0.01396
2923.49993,0.01407
2921.57150,0.01416
2919.64307,0.01390
2917.71464,0.01370
2915.78621,0.01391
2913.85778,0.01429
2911.92935,0.01444
2910.00092,0.01417
2908.07249,0.01370
2906.14406,0.01328
2904.21563,0.01310
2902.28720,0.01318
2900.35877,0.01336
2898.43034,0.01342
2896.50191,0.01344
2894.57348,0.01353
2892.64505,0.01358
2890.71662,0.01347
2888.78819,0.01322
2886.85976,0.01298
2884.93133,0.01286
2883.00290,0.01294
2881.07447,0.01311
2879.14604,0.01310
2877.21761,0.01293
2875.28918,0.01308
2873.36075,0.01358
2871.43232,0.01386
2869.50389,0.01370
2867.57546,0.01343
2865.64703,0.01315
2863.71860,0.01295
2861.79017,0.01321
2859.86174,0.01366
2857.93331,0.01367
2856.00488,0.01343
2854.07645,0.01326
2852.14802,0.01299
2850.21959,0.01284
2848.29116,0.01302
2846.36273,0.01320
2844.43430,0.01324
2842.50587,0.01326
2840.57744,0.01322
2838.64901,0.01320
2836.72058,0.01330
2834.79215,0.01326
2832.86372,0.01297
2830.93529,0.01278
2829.00686,0.01282
2827.07843,0.01296
2825.15000,0.01305
2823.22157,0.01305
2821.29314,0.01302
2819.36471,0.01302
2817.43628,0.01289
2815.50785,0.01269
2813.57942,0.01263
2811.65099,0.01270
2809.72256,0.01280
2807.79413,0.01291
2805.86570,0.01294
2803.93727,0.01283
2802.00884,0.01276
2800.08041,0.01282
2798.15198,0.01294
2796.22355,0.01301
2794.29512,0.01296
2792.36669,0.01284
2790.43826,0.01281
2788.50983,0.01292
2786.58140,0.01304
2784.65297,0.01302
2782.72454,0.01290
2780.79611,0.01298
2778.86768,0.01340
2776.93925,0.01376
2775.01082,0.01359
2773.08239,0.01317
2771.15396,0.01310
2769.22553,0.01328
2767.29710,0.01319
2765.36867,0.01295
2763.44024,0.01289
2761.51181,0.01278
2759.58338,0.01248
2757.65495,0.01241
2755.72652,0.01270
2753.79809,0.01304
2751.86966,0.01323
2749.94123,0.01332
2748.01280,0.01317
2746.08437,0.01289
2744.15594,0.01286
